SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips
SSN103344,USR7748,2024-09-07T14:46:54,2024-09-07T16:56:54,Animation,SMART TV,Basic,France,129,108,0.81,1,3.26,3.9,No,0,2,1
SSN103345,USR6079,2024-05-25T14:26:11,2024-05-25T14:48:11,Drama,Mobile,Standard,UK,20,14,0.68,3,3.95,5,No,2,2,0
SSN103346,USR2345,2024-01-03T03:02:03,2024-01-03T04:10:03,Documentary,Smart TV,Basic,France,68,32,,2,3.35,4.8,No,2,3,1
SSN103347,USR9751,2024-07-19T16:44:11,2024-07-19T19:07:11,Comedy,Mobile,Basic,Canada,144,72,0.53,2,4.45,,No,1,4,1
SSN103348,USR8923,2024-06-08T07:56:44,2024-06-08T09:20:44,Action,Game Console,Premium,Canada,79,52,0.58,3,1.94,4.7,No,1,1,0
SSN103349,USR3894,2024-11-18T18:27:50,2024-11-18T21:10:50,Horror,Mobile,Standard,Australia,159,148,0.92,3,4.04,2.1,Yes,2,2,1
SSN103350,USR9371,2024-10-13T20:08:01,2024-10-13T20:35:01,Horror,smart tv,Premium,Australia,25,21,0.83,1,2.3,4,Yes,2,4,0
SSN103351,USR7558,2024-03-04T10:01:18,2024-03-04T11:01:18,Sci-Fi,Smart TV,Standard,India,62,50,0.86,2,4.54,5,No,1,4,0
SSN103352,USR6799,2024-06-17T14:03:34,2024-06-17T14:32:34,Documentary,Tablet,Basic,Australia,27,14,0.52,2,2.69,3.5,No,2,2,0
SSN103353,USR4317,2024-09-22T17:39:55,2024-09-22T19:03:55,Sci-Fi,PHONE,Basic,UK,84,76,0.92,0,3.63,3.5,No,1,2,1
SSN103354,USR7334,2024-06-27T15:11:59,2024-06-27T15:46:59,Action,Tablet,Basic,Brazil,34,33,1,1,2.97,3.4,No,1,4,2
SSN103355,USR6903,2024-12-22T11:03:10,2024-12-22T13:10:10,Comedy,Mobile,Standard,France,123,98,0.75,2,4.57,4.1,No,2,3,3
SSN103356,USR9972,2024-06-13T09:03:08,2024-06-13T11:36:08,Romance,PC,Standard,France,152,58,0.39,0,4.07,1.8,No,1,3,0
SSN103357,USR3957,2024-04-10T14:27:54,2024-04-10T15:45:54,Comedy,Smart TV,Standard,Brazil,79,56,0.7,1,5.7,4,No,2,2,1
SSN103358,USR3352,2024-05-11T01:36:23,2024-05-11T04:29:23,Documentary,PC,Premium,UK,171,117,0.66,4,4.32,4,Yes,1,8,0
SSN103359,USR7345,2024-09-21T18:56:08,2024-09-21T20:09:08,Drama ,PC,Premium,US,79,74,0.96,3,2.36,3.2,Yes,4,2,0
SSN103360,USR3354,2024-12-15T09:03:51,2024-12-15T10:50:51,Horror,Smart TV,Standard,France,106,75,0.7,3,5.52,,No,2,1,1
SSN103361,USR5038,2024-11-20T06:44:07,2024-11-20T09:24:07,Drama,Mobile,Standard,Brazil,163,101,0.62,1,3.15,5,No,3,2,1
SSN103362,USR9738,2024-04-25T21:37:58,2024-04-25T23:37:58,science fiction,Mobile,Basic,India,117,121,1,0,,5,Yes,0,1,1
SSN103363,USR3605,2024-04-01T21:10:42,2024-04-01T21:54:42,Animation,Game Console,Standard,India,46,35,,2,2.72,3.3,Yes,0,0,1
SSN103364,USR8025,2024-08-15T22:50:32,2024-08-16T01:12:32,Action,Game Console,Standard,Germany,139,85,0.62,2,2.88,5,Yes,1,2,0
SSN103365,USR7856,2024-07-12T08:55:35,2024-07-12T10:32:35,Documentary,Smart TV,Basic,Germany,95,97,1,0,3.94,4.9,No,2,1,1
SSN103366,USR2282,2024-05-24T16:31:23,2024-05-24T18:13:23,Comedy,Tablet,Basic,Germany,103,69,,1,3.71,4.7,No,0,4,2
SSN103367,USR2565,2024-08-22T18:56:16,2024-08-22T20:25:16,Sci-Fi,Game Console,Standard,India,88,59,0.68,1,4.08,3.7,Yes,0,2,3
SSN103368,USR2416,2024-02-03T23:37:55,2024-02-04T01:38:55,Drama,PC,Standard,Brazil,122,82,0.69,0,2.34,4.3,Yes,2,1,1
SSN103369,USR1124,2024-10-09T06:48:13,2024-10-09T08:11:13,Action,Smart TV,Standard,US,80,67,,2,6.11,3.4,No,0,1,3
SSN103370,USR4000,2024-12-03T03:49:56,2024-12-03T06:42:56,Drama,Tablet,Premium,US,173,153,0.89,1,2.93,4.3,No,5,2,0
SSN103371,USR3014,2024-10-04T18:11:21,2024-10-04T20:47:21,Romance,Smart TV,Basic,FR,159,147,0.93,0,5.02,3.8,Yes,1,4,0
SSN103372,USR1890,2024-04-21T01:51:59,2024-04-21T04:03:59,Documentary,Game Console,Premium,India,131,65,0.47,0,2.66,4.1,Yes,1,2,0
SSN103373,USR1202,2024-06-12T00:26:50,2024-06-12T02:43:50,Comedy,Game Console,Standard,UK,141,138,1,2,3.51,3.1,Yes,0,2,0
SSN103374,USR7043,2024-04-07T03:37:34,2024-04-07T04:08:34,Sci-Fi,Smart TV,Premium,US,35,24,0.78,0,5,3.5,No,1,1,0
SSN103375,USR1368,2024-11-14T11:33:35,2024-11-14T13:11:35,Comedy,Mobile,basic,Australia,95,88,0.89,4,3.92,,No,0,2,3
SSN103376,USR3509,2024-11-26T03:57:54,2024-11-26T06:43:54,Documentary,Mobile,Standard,Brazil,168,149,0.89,1,2.23,3.6,No,2,1,3
SSN103377,USR9323,2024-11-08T18:34:13,2024-11-08T19:50:13,Horror,Mobile,Premium,India,78,70,0.87,1,4.32,2.8,Yes,2,1,0
SSN103378,USR8559,2024-03-28T03:17:18,2024-03-28T03:55:18,Romance,Tablet,Standard,US,39,29,0.78,0,2.56,4.1,No,1,3,2
SSN103379,USR6931,2024-01-22T22:11:50,2024-01-22T23:58:50,Romance,Tablet,Premium,Australia,107,85,0.79,1,1.32,2.9,Yes,1,2,0
SSN103380,USR2871,2024-01-20T03:47:37,2024-01-20T06:07:37,Sci-Fi,PC,Basic,Canada,141,106,0.76,1,4.14,2.8,No,1,4,1
SSN103381,USR7683,2024-03-27T08:27:56,2024-03-27T10:02:56,Animation,Tablet,Standard,Australia,92,88,0.96,0,5.63,4.6,No,1,3,2
SSN103382,USR2033,2024-06-05T19:32:36,2024-06-05T21:33:36,Action,Tablet,Basic,Canada,118,54,0.45,4,3.34,3.3,Yes,1,4,0
SSN103383,USR8930,2024-10-15T20:03:09,2024-10-15T21:18:09,Comedy,Mobile,Premium,Australia,77,57,0.78,1,,4.7,Yes,1,6,0
SSN103384,USR9027,2024-01-31T17:37:10,2024-01-31T20:25:10,Animation,Game Console,Standard,Australia,173,167,0.99,2,3.61,3.6,No,1,3,0
SSN103385,USR8830,2024-05-31T18:04:42,2024-05-31T20:43:42,Comedy,Game Console,Basic,au,157,124,0.81,1,3.26,3.2,Yes,2,2,0
SSN103386,USR8323,2024-07-18T03:03:41,2024-07-18T05:42:41,Documentary,Game Console,Premium,UK,158,132,0.85,1,5.03,5,No,4,1,0
SSN103387,USR7772,2024-05-14T09:49:35,2024-05-14T10:37:35,Sci-Fi,PC,Basic,France,51,36,0.82,0,2.28,4.7,No,1,3,3
SSN103388,USR5459,2024-08-26T09:17:54,2024-08-26T10:38:54,Documentary,Game Console,Basic,Canada,83,52,0.65,2,3.96,3.9,No,4,2,0
SSN103389,USR6129,2024-01-23T19:26:47,2024-01-23T22:24:47,Documentary,Smart TV,Basic,Germany,173,151,0.85,1,6.25,5,Yes,1,0,0
SSN103390,USR8773,2024-03-24T22:30:56,2024-03-24T23:59:56,Comedy,Smart TV,Standard,Canada,94,64,0.72,1,5.19,2.7,Yes,2,4,0
SSN103391,USR1691,2024-03-16T14:02:30,2024-03-16T14:49:30,Horror,Mobile,Standard,UK,51,27,0.62,2,4.81,3.9,No,1,4,2
SSN103392,USR4154,2024-05-12T18:28:56,2024-05-12T19:01:56,Sci-Fi,PC,Basic,US,30,26,0.82,1,3.45,4,Yes,1,2,3
SSN103393,USR6805,2024-07-09T14:57:45,2024-07-09T16:09:45,Animation,smart tv,Premium,UK,70,49,0.7,1,3.62,4.1,No,0,0,0
SSN103394,USR2463,2024-04-16T13:05:15,2024-04-16T13:31:15,Drama ,Game Console,Standard,Canada,28,17,0.57,0,,3.6,No,4,1,0
SSN103395,USR2744,2024-11-16T07:20:26,2024-11-16T09:05:26,Drama,PC,Premium,Australia,105,75,0.74,1,3.67,3.5,No,2,6,0
SSN103396,USR4858,2024-07-14T11:22:36,2024-07-14T11:54:36,Animation,PC,Standard,UK,30,24,,3,2.79,5,No,1,1,1
SSN103397,USR2486,2024-12-24T00:11:31,2024-12-24T00:43:31,Romance,Smart TV,Standard,UK,33,22,0.75,0,6.14,4,Yes,0,3,1
SSN103398,USR9831,2024-09-12T07:07:30,2024-09-12T08:56:30,Action,Smart TV,Standard,Germany,111,97,0.92,3,4.44,3,No,1,2,0
SSN103399,USR4174,2024-03-27T05:34:10,2024-03-27T06:11:10,Drama,Smart TV,Standard,UK,36,30,0.8,2,6.35,4.1,No,2,4,2
SSN103400,USR7314,2024-05-15T13:33:38,2024-05-15T15:43:38,Comedy,Tablet,Premium,UK,129,101,0.77,1,1.1,3.8,No,1,1,0
SSN103401,USR9460,2024-06-21T16:31:23,2024-06-21T17:30:23,Romance,Tablet,Standard,UK,62,43,0.68,0,2.15,4.7,No,0,3,1
SSN103402,USR6466,2024-11-12T00:12:10,2024-11-12T02:56:10,Sci-Fi,PC,BASIC,Germany,164,101,0.62,0,,4,Yes,0,3,0
SSN103403,USR8631,2024-05-24T18:05:38,2024-05-24T20:39:38,Action,Mobile,Basic,Brazil,152,153,1,1,3.66,3.2,Yes,2,1,1
SSN103404,USR2292,2024-12-02T21:35:29,2024-12-02T23:12:29,Documentary,Mobile,Premium,Australia,97,60,0.6,1,3.55,4.1,Yes,2,0,0
SSN103405,USR8813,2024-08-21T01:10:36,2024-08-21T02:49:36,Romance,PC,Standard,France,95,102,1,1,5.41,3.4,Yes,1,1,0
SSN103406,USR9845,2024-06-14T00:30:37,2024-06-14T02:21:37,Romance,Game Console,Basic,Canada,108,112,1,0,2.34,4.6,Yes,0,4,2
SSN103407,USR3438,2024-09-30T02:26:36,2024-09-30T03:08:36,Sci-Fi,Tablet,Standard,Germany,40,36,0.78,1,3.09,2.9,No,2,2,2
SSN103408,USR2158,2024-12-06T13:50:22,2024-12-06T14:55:22,Sci-Fi,Smart TV,Standard,Canada,65,53,0.83,1,6.43,3.7,No,0,1,3
SSN103409,USR3056,2024-11-24T18:14:29,2024-11-24T19:20:29,Horror,Smart TV,Basic,Brazil,64,69,1,1,5.46,,Yes,1,1,1
SSN103410,USR3677,2024-07-02T16:56:15,2024-07-02T17:35:15,Action,PC,Premium,US,39,24,0.58,2,,4.5,No,0,2,0
SSN103411,USR6063,2024-06-24T19:24:56,2024-06-24T22:05:56,Comedy,Tablet,Premium,Brazil,161,94,0.56,2,3.28,5,Yes,2,1,0
SSN103412,USR4005,2024-05-03T08:30:51,2024-05-03T10:42:51,Horror,Smart TV,Standard,Australia,130,90,0.68,3,5.42,3.3,No,2,3,0
SSN103413,USR9170,2024-04-24T06:07:10,2024-04-24T08:44:10,Action,Smart TV,Basic,au,159,153,0.96,3,6.17,5,No,2,4,2
SSN103414,USR7266,2024-08-19T04:01:21,2024-08-19T05:20:21,Drama,Tablet,Standard,Brazil,74,48,0.64,1,3.82,3.5,No,3,3,0
SSN103415,USR5996,2024-05-01T13:42:02,2024-05-01T14:22:02,Sci-Fi,Game Console,Premium,UK,41,34,0.89,0,2.54,5,No,0,2,0
SSN103416,USR8162,2024-08-05T12:04:40,2024-08-05T12:25:40,Romance,Tablet,Standard,germany,25,18,0.99,1,5.88,3.8,No,0,5,0
SSN103417,USR3639,2024-11-10T16:50:54,2024-11-10T17:28:54,Drama,Smart TV,Basic,Brazil,42,36,0.99,1,5.91,3.4,No,4,1,0
SSN103418,USR1879,2024-10-27T10:37:07,2024-10-27T11:40:07,Action,Smart TV,Standard,Brazil,64,46,0.7,2,3.85,4.9,No,1,1,2
SSN103419,USR3643,2024-03-23T00:10:39,2024-03-23T02:47:39,Documentary,PC,Premium,Australia,154,147,0.96,2,3.4,3.6,Yes,1,2,0
SSN103420,USR4951,2024-10-26T11:03:12,2024-10-26T12:07:12,Sci-Fi,Mobile,Basic,Brazil,67,66,1,1,5.56,4.5,No,0,1,1
SSN103421,USR2989,2024-10-14T18:51:53,2024-10-14T20:10:53,Romance,Tablet,Standard,Canada,79,76,0.97,0,,4,Yes,0,1,0
SSN103422,USR1448,2024-07-26T21:10:11,2024-07-26T23:22:11,Horror,Mobile,Standard,Brazil,131,100,0.74,0,4.68,3,Yes,0,4,2
SSN103423,USR3118,2024-11-24T02:28:17,2024-11-24T03:15:17,Action,PC,Basic,UK,47,32,0.77,1,2.84,4.2,No,3,5,1
SSN103424,USR4176,2024-12-15T09:39:51,2024-12-15T11:23:51,Animation,Smart TV,Standard,UK,101,77,0.74,1,6.23,2.5,No,1,3,1
SSN103425,USR9398,2024-11-02T19:34:04,2024-11-02T20:37:04,Documentary,Game Console,Standard,Canada,61,36,0.65,1,2.08,4.5,Yes,1,1,3
SSN103426,USR4433,2024-08-30T12:14:36,2024-08-30T14:23:36,Drama,Game Console,Standard,Canada,131,125,0.99,4,3.1,5,No,3,2,1
SSN103427,USR1494,2024-12-30T02:27:35,2024-12-30T05:25:35,Drama,Mobile,Premium,Australia,177,170,0.94,0,4.14,3.9,No,3,7,0
SSN103428,USR3129,2024-10-03T19:16:27,2024-10-03T20:08:27,Comedy,SMART TV,Basic,Australia,54,26,0.54,1,4.8,2.8,Yes,1,1,2
SSN103429,USR6941,2024-01-04T17:52:44,2024-01-04T19:32:44,Drama,PC,Basic,Germany,97,90,0.86,0,3.12,3.2,No,3,2,1
SSN103430,USR9602,2024-07-06T02:29:22,2024-07-06T03:00:22,Horror ,Game Console,basic,Germany,31,24,0.83,0,3.72,5,No,0,4,4
SSN103431,USR2411,2024-06-12T13:25:40,2024-06-12T14:52:40,Comedy,PHONE,Premium,Brazil,81,44,0.52,0,3.94,3.8,No,1,3,0
SSN103432,USR6161,2024-11-03T03:00:39,2024-11-03T05:20:39,Action,Mobile,Standard,Australia,140,105,0.75,1,4.31,2.4,No,0,3,0
SSN103433,USR8455,2024-02-20T12:36:48,2024-02-20T13:45:48,Comedy,Smart TV,Standard,Germany,69,55,0.76,2,7.13,4.9,No,5,0,1
SSN103434,USR6865,2024-11-22T01:50:59,2024-11-22T04:20:59,Action,Tablet,Premium,India,152,115,0.75,1,3.05,3.6,Yes,1,5,0
SSN103435,USR7240,2024-07-13T11:05:08,2024-07-13T13:24:08,Documentary,Smart TV,Premium,UK,137,138,1,2,5.33,4.3,No,2,0,0
SSN103436,USR8910,2024-07-10T23:05:02,2024-07-10T23:33:02,COMEDY,Tablet,Basic,Germany,29,29,0.86,0,4.68,3.2,Yes,1,1,0
SSN103437,USR8041,2024-07-27T00:04:52,2024-07-27T02:28:52,Animation,Mobile,Basic,canada,144,142,,0,2.64,3.8,Yes,1,3,0
SSN103438,USR4877,2024-09-20T22:07:59,2024-09-20T23:39:59,Sci-Fi,PC,Standard,France,90,56,0.58,0,2.82,5,Yes,0,2,0
SSN103439,USR6455,2024-02-19T17:40:22,2024-02-19T18:17:22,Comedy,Mobile,Basic,Australia,34,21,,0,5.44,4,No,1,4,1
SSN103440,USR7171,2024-03-07T09:43:21,2024-03-07T10:54:21,Romance,PC,Basic,India,71,59,0.86,0,3.91,4.2,No,0,3,0
SSN103441,USR3618,2024-12-02T16:34:29,2024-12-02T17:30:29,Romance,Game Console,basic,Brazil,56,57,0.99,1,4.63,4.8,No,0,2,0
SSN103442,USR7188,2024-10-10T17:45:21,2024-10-10T20:09:21,Cartoon,PC,Basic,au,146,148,0.99,0,3.67,3.2,No,1,2,2
SSN103443,USR4748,2024-10-09T12:24:50,2024-10-09T15:06:50,Action,PC,Basic,Australia,159,114,0.71,1,4.63,3.6,No,2,1,2
SSN103444,USR2701,2024-12-05T00:28:48,2024-12-05T03:05:48,Documentary,PHONE,Basic,UK,160,43,0.28,0,3.03,2.3,Yes,2,1,1
SSN103445,USR2380,2024-04-29T01:10:13,2024-04-29T03:40:13,Horror,Smart TV,Standard,Brazil,148,131,0.87,2,5.29,3.5,Yes,0,1,0
SSN103446,USR8900,2024-10-16T02:44:47,2024-10-16T05:36:47,Sci-Fi,Tablet,STD,France,177,170,0.99,2,2.42,4.7,No,1,6,1
SSN103447,USR3593,2024-07-28T16:59:48,2024-07-28T17:54:48,Horror,PC,Basic,au,58,27,0.44,2,4.31,3.9,No,0,0,1
SSN103448,USR9079,2024-02-13T06:26:14,2024-02-13T09:26:14,Sci-Fi,PC,standard,Australia,185,119,0.67,0,5.37,3.7,No,2,3,2
SSN103449,USR7192,2024-01-17T10:31:41,2024-01-17T12:15:41,Drama,Tablet,Basic,UK,106,102,0.99,1,1.68,1.7,No,1,4,0
SSN103450,USR9905,2024-12-25T02:46:04,2024-12-25T05:36:04,Romance,Game Console,Premium,UK,171,115,0.68,0,5.02,4.7,No,3,3,0
SSN103451,USR9185,2024-09-09T05:17:36,2024-09-09T07:51:36,ROMANCE,PC,Premium,UK,151,115,0.75,1,,2.5,No,3,3,0
SSN103452,USR2895,2024-06-03T10:24:25,2024-06-03T11:56:25,Animation,Tablet,Basic,UK,90,64,0.72,0,4.16,2.9,No,1,1,1
SSN103453,USR4480,2024-02-19T16:37:01,2024-02-19T17:57:01,Action,Tablet,Premium,Canada,83,67,0.84,2,4.96,4.3,No,0,1,0
SSN103454,USR4773,2024-02-04T03:30:30,2024-02-04T05:01:30,Drama,Tablet,Basic,UK,91,43,0.5,3,4.32,5,No,2,3,0
SSN103455,USR7668,2024-05-23T23:24:00,2024-05-24T01:52:00,Action,Tablet,Standard,Australia,150,147,0.97,2,2.71,5,Yes,1,2,0
SSN103456,USR5605,2024-09-19T11:49:22,2024-09-19T12:54:22,Horror,Tablet,Premium,UK,67,41,0.6,1,3.32,3.9,No,3,1,0
SSN103457,USR8183,2024-03-17T16:11:10,2024-03-17T18:07:10,Documentary,Smart TV,Standard,India,115,117,1,0,6.25,3.9,No,2,1,1
SSN103458,USR6245,2024-06-21T15:43:14,2024-06-21T17:09:14,Animation,Tablet,Basic,Germany,90,39,0.46,0,4.14,4.5,No,1,0,2
SSN103459,USR1512,2024-03-29T10:57:55,2024-03-29T11:59:55,Drama,PC,Premium,Brazil,59,41,0.68,4,3.13,4,No,4,6,0
SSN103460,USR3253,2024-11-17T14:22:17,2024-11-17T17:08:17,Animation,Game Console,Basic,Germany,162,168,0.99,1,3.61,3.5,No,0,2,1
SSN103461,USR7183,2024-02-16T18:16:12,2024-02-16T20:30:12,Animation,Mobile,Standard,germany,133,91,0.69,2,3.87,3.8,Yes,0,6,0
SSN103462,USR7492,2024-09-05T16:30:35,2024-09-05T18:08:35,Sci-Fi,Mobile,Standard,UK,99,77,0.79,1,3.21,3.6,No,1,4,1
SSN103463,USR2929,2024-03-25T18:16:19,2024-03-25T18:39:19,documentary,Smart TV,Standard,France,20,16,0.77,1,2.95,4.7,Yes,3,1,3
SSN103464,USR8253,2024-08-20T01:06:29,2024-08-20T03:58:29,Animation,Tablet,Standard,Australia,174,175,1,2,3.91,5,Yes,1,4,2
SSN103465,USR5534,2024-06-24T05:00:18,2024-06-24T05:23:18,Action,PC,Basic,France,28,10,0.49,1,3.02,4.3,No,0,4,1
SSN103466,USR2348,2024-11-12T18:25:17,2024-11-12T19:10:17,Comedy,Mobile,Standard,UK,42,43,1,3,2.48,4.1,Yes,3,3,1
SSN103467,USR6276,2024-06-22T17:17:22,2024-06-22T18:14:22,Action,Smart TV,Standard,France,59,58,1,3,,4.2,No,0,1,1
SSN103468,USR6377,2024-09-17T03:00:37,2024-09-17T04:42:37,Horror,Smart TV,Standard,Brazil,103,100,0.98,1,4.02,3.9,No,1,2,2
SSN103469,USR5231,2024-03-08T16:04:55,2024-03-08T18:06:55,Action,PC,Premium,US,124,112,0.93,1,3.04,3.7,No,2,2,0
SSN103470,USR2200,2024-05-02T11:49:14,2024-05-02T13:28:14,Horror,Smart TV,Basic,UK,99,88,0.92,0,4.59,3.7,No,2,2,1
SSN103471,USR3234,2024-10-14T23:27:45,2024-10-15T00:56:45,Documentary,mobile,Standard,US,90,49,0.52,1,2.47,3.8,Yes,3,5,0
SSN103472,USR5169,2024-10-13T23:13:09,2024-10-14T01:49:09,Horror,PC,basic,Australia,154,109,0.69,3,4.09,4.6,Yes,1,0,0
SSN103473,USR6230,2024-01-09T01:41:32,2024-01-09T03:08:32,Horror,PC,Premium,Brazil,88,75,0.88,3,3.28,4.3,Yes,2,1,0
SSN103474,USR1004,2024-03-15T14:23:03,2024-03-15T16:29:03,Drama,PC,BASIC,UK,127,103,0.81,4,3.75,4.4,No,2,1,1
SSN103475,USR4240,2024-07-01T15:37:16,2024-07-01T17:47:16,Horror,PC,Basic,Australia,128,96,0.73,0,3.84,3.4,No,1,2,2
SSN103476,USR9803,2024-05-01T09:33:33,2024-05-01T12:31:33,Comedy,Mobile,Basic,India,178,176,1,0,3.85,2.9,No,2,3,2
SSN103477,USR2804,2024-12-23T10:27:53,2024-12-23T12:28:53,Documentary,Mobile,Basic,Australia,119,76,0.65,1,1.82,4.2,No,2,0,1
SSN103478,USR3923,2024-11-04T10:37:41,2024-11-04T11:03:41,Sci-Fi,Tablet,Basic,India,26,14,0.62,4,4.62,3.4,No,1,2,1
SSN103479,USR8105,2024-08-20T03:09:44,2024-08-20T04:01:44,Comedy,Tablet,Premium,India,54,44,0.87,2,4.74,4.8,No,1,2,0
SSN103480,USR3368,2024-10-17T13:17:14,2024-10-17T16:15:14,Drama,Mobile,Basic,Canada,178,124,0.68,1,,3,No,1,0,1
SSN103481,USR2924,2024-01-27T06:12:35,2024-01-27T08:10:35,Comedy,Desktop,Standard,Brazil,122,96,0.84,1,3.37,4.8,No,3,1,0
SSN103482,USR6489,2024-09-30T13:21:10,2024-09-30T14:08:10,Horror,Game Console,PREMIUM,Germany,48,33,0.73,0,4.32,4.6,No,0,2,0
SSN103483,USR2823,2024-05-31T06:33:52,2024-05-31T09:15:52,Sci-Fi,PC,Standard,France,161,125,0.79,2,2.1,4.7,No,0,1,1
SSN103484,USR5523,2024-10-28T01:35:12,2024-10-28T02:34:12,Documentary,Mobile,Standard,France,56,44,,0,4.38,2.2,Yes,3,2,1
SSN103485,USR3822,2024-03-20T09:35:52,2024-03-20T10:23:52,Sci-Fi,smartphone,Basic,India,46,29,0.69,0,3.53,4,No,2,3,0
SSN103486,USR2476,2024-04-10T18:42:59,2024-04-10T20:35:59,Drama,Mobile,Basic,Brazil,113,99,0.88,1,3.82,4.4,Yes,3,3,2
SSN103487,USR6780,2024-01-04T22:42:32,2024-01-04T23:20:32,Sci-Fi,Game Console,Premium,UK,38,29,0.78,1,2.71,4,Yes,0,2,0
SSN103488,USR4504,2024-12-29T16:38:23,2024-12-29T17:33:23,Animation,Tablet,Basic,Brazil,56,40,0.67,1,3.01,4.2,No,0,2,0
SSN103489,USR2131,2024-08-27T13:15:34,2024-08-27T14:08:34,Action,Tablet,Basic,US,58,42,0.78,0,4.17,3.9,No,1,0,2
SSN103490,USR3933,2024-11-19T15:11:01,2024-11-19T16:59:01,Action,Game Console,Basic,India,112,56,0.54,2,2.35,3.5,No,0,1,0
SSN103491,USR2728,2024-08-25T22:17:43,2024-08-26T00:09:43,Animation,PC,Standard,UK,110,83,0.73,3,2.83,3.5,Yes,0,1,0
SSN103492,USR9472,2024-08-10T02:27:48,2024-08-10T04:45:48,Cartoon,Tablet,BASIC,Canada,138,120,0.86,3,2.21,5,No,1,3,0
SSN103493,USR5255,2024-01-30T21:00:56,2024-01-30T22:02:56,Drama,Tablet,Basic,Germany,59,61,0.95,1,4.01,3.6,Yes,2,7,2
SSN103494,USR1380,2024-11-13T10:10:46,2024-11-13T11:36:46,science fiction,PC,Premium,UK,89,55,0.6,2,3.97,4.7,No,0,1,0
SSN103495,USR7811,2024-07-13T03:02:26,2024-07-13T04:01:26,drama,PC,Standard,US,57,39,0.72,3,3.21,5,No,4,1,2
SSN103496,USR8931,2024-10-24T17:32:53,2024-10-24T19:58:53,Sci-Fi,Smart TV,Standard,UK,146,142,0.97,0,5.79,3.7,No,2,3,2
SSN103497,USR7399,2024-04-14T13:40:34,2024-04-14T14:39:34,Animation,Smart TV,Standard,AU,56,35,0.58,1,4.23,3.9,No,0,4,0
SSN103498,USR2672,2024-03-20T03:42:05,2024-03-20T05:08:05,Documentary,Game Console,Standard,India,85,58,0.69,0,5.1,3,No,1,1,1
SSN103499,USR7287,2024-10-30T13:01:17,2024-10-30T14:42:17,Documentary,Game Console,standard,Brazil,101,100,0.98,4,5.21,4.3,No,1,2,1
SSN103500,USR1355,2024-02-19T08:31:11,2024-02-19T09:28:11,Action,Smart TV,Premium,Australia,56,45,0.82,3,4.19,3.2,No,1,2,0
SSN103501,USR5317,2024-02-16T05:56:48,2024-02-16T06:50:48,Romance,Game Console,Premium,Canada,52,42,0.76,1,3.93,,No,1,1,0
SSN103502,USR6174,2024-05-05T10:34:32,2024-05-05T12:13:32,horror,Game Console,Basic,France,98,63,0.66,1,4.3,3.3,No,1,1,1
SSN103503,USR1966,2024-04-26T13:05:38,2024-04-26T13:51:38,Action,GameConsole,Premium,France,46,44,0.99,0,,4.4,No,0,0,0
SSN103504,USR1419,2024-05-04T20:16:32,2024-05-04T22:08:32,Drama,Smart TV,Standard,Brazil,115,92,0.83,1,4.05,4.8,Yes,3,1,0
SSN103505,USR1468,2024-11-29T08:53:54,2024-11-29T11:09:54,Documentary,PC,Standard,Canada,137,109,0.8,1,,,No,2,2,0
SSN103506,USR6763,2024-08-09T00:03:14,2024-08-09T01:52:14,Horror,Tablet,Standard,Canada,109,113,0.98,2,2.93,2.7,Yes,1,4,0
SSN103507,USR3176,2024-08-10T15:07:34,2024-08-10T15:53:34,Romance,Mobile,Premium,Brazil,46,34,0.78,1,2.83,5,No,2,3,0
SSN103508,USR9315,2024-08-08T23:46:22,2024-08-09T02:42:22,Comedy,Game Console,Premium,US,180,73,0.4,0,1.79,2.9,Yes,0,5,0
SSN103509,USR9684,2024-09-27T19:32:24,2024-09-27T20:46:24,Documentary,Mobile,Basic,India,72,57,0.77,2,4.6,5,Yes,2,1,1
SSN103510,USR5326,2024-11-24T03:10:27,2024-11-24T05:50:27,Action,Mobile,Premium,Canada,161,140,0.88,2,3.61,3.1,No,2,2,0
SSN103511,USR4484,2024-08-10T13:40:12,2024-08-10T16:21:12,action,Mobile,Basic,Canada,159,138,,1,2.21,4.7,No,2,1,0
SSN103512,USR7226,2024-07-30T16:19:13,2024-07-30T17:07:13,Horror,Game Console,Basic,France,46,40,0.81,1,4.06,3.9,No,3,3,0
SSN103513,USR8638,2024-07-03T01:21:06,2024-07-03T04:11:06,Horror,Game Console,Premium,Australia,168,135,0.79,1,3.07,3.6,Yes,2,2,0
SSN103514,USR2838,2024-01-14T16:05:26,2024-01-14T16:40:26,Documentary,Game Console,Premium,France,35,36,0.95,1,1.75,5,No,2,0,0
SSN103515,USR3915,2024-04-27T07:10:42,2024-04-27T08:41:42,Horror,Mobile,Premium,Australia,91,87,0.95,1,2.82,4.6,No,1,3,0
SSN103516,USR5631,2024-08-24T16:07:57,2024-08-24T17:10:57,Romance,PC,Basic,France,62,41,0.67,3,3.36,3.5,No,1,2,0
SSN103517,USR4894,2024-12-28T23:19:44,2024-12-29T01:04:44,Horror,Smart TV,Standard,US,108,103,0.96,2,4.84,4.7,Yes,1,1,1
