SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips,StartDate,EndDate,StartDateTime,EndDateTime,LocalStartTime,LocalEndTime,LocalStartHour,LocalEndHour,Cluster,SubscriptionType_clean,Genre_encoded,DeviceType_encoded,SubscriptionType_clean_encoded
SSN103908,USR2557,19:07:51,20:45:51,horror,tablet,Basic,France,99,96,0.95,0,36,3.5,Yes,2,0,0,17/02/2024,17/02/2024,2024-02-17 00:00:00+00:00,2024-02-17 00:00:00+00:00,2024-02-17 01:00:00+01:00,2024-02-17 01:00:00+01:00,1,1,3,basic,6,5,0
SSN103909,USR8215,00:49:29,01:58:29,drama,smart tv,Standard,Germany,69,52,0.71,1,467,3.6,Yes,2,1,1,11/04/2024,11/04/2024,2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,2024-04-11 02:00:00+02:00,2024-04-11 02:00:00+02:00,2,2,0,standard,5,4,2
SSN103910,USR5003,14:19:57,17:11:57,animation,phone,Standard,India,171,166,0.95,2,306,5,No,0,2,1,26/11/2024,26/11/2024,2024-11-26 00:00:00+00:00,2024-11-26 00:00:00+00:00,2024-11-26 05:30:00+05:30,2024-11-26 05:30:00+05:30,5,5,1,standard,1,3,2
SSN103911,USR4081,06:02:09,06:52:09,comedy,phone,Standard,India,50,39,0.75,2,22,4.6,No,1,2,3,19/09/2024,19/09/2024,2024-09-19 00:00:00+00:00,2024-09-19 00:00:00+00:00,2024-09-19 05:30:00+05:30,2024-09-19 05:30:00+05:30,5,5,2,standard,3,3,2
SSN103912,USR1110,18:10:36,19:45:36,animation,smart tv,Standard,India,96,87,0.93,0,522,2.6,Yes,2,2,1,14/03/2024,14/03/2024,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-14 05:30:00+05:30,2024-03-14 05:30:00+05:30,5,5,3,standard,1,4,2
SSN103913,USR6755,19:34:57,22:18:57,horror,tablet,Basic,Usa,162,150,0.92,1,206,3,Yes,1,2,1,01/03/2024,01/03/2024,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,2024-02-29 19:00:00-05:00,2024-02-29 19:00:00-05:00,19,19,3,basic,6,5,0
SSN103914,USR4474,18:59:11,19:30:11,science fiction,tablet,Premium,France,25,30,0.93,3,313,3.2,Yes,1,5,0,06/12/2024,06/12/2024,2024-12-06 00:00:00+00:00,2024-12-06 00:00:00+00:00,2024-12-06 01:00:00+01:00,2024-12-06 01:00:00+01:00,1,1,0,premium,8,5,1
SSN103915,USR6416,19:29:28,22:04:28,romance,game console,Premium,India,154,101,0.67,4,389,4.8,Yes,1,2,0,03/04/2024,03/04/2024,2024-04-03 00:00:00+00:00,2024-04-03 00:00:00+00:00,2024-04-03 05:30:00+05:30,2024-04-03 05:30:00+05:30,5,5,1,premium,7,1,1
SSN103916,USR3292,15:08:38,17:23:38,horror,smart tv,Standard,France,135,108,0.83,3,359,4.9,No,1,3,2,03/01/2024,03/01/2024,2024-01-03 00:00:00+00:00,2024-01-03 00:00:00+00:00,2024-01-03 01:00:00+01:00,2024-01-03 01:00:00+01:00,1,1,1,standard,6,4,2
SSN103917,USR7811,18:04:48,19:28:48,animation,phone,Premium,Brazil,82,65,0.78,1,339,5,Yes,0,2,0,27/03/2024,27/03/2024,2024-03-27 00:00:00+00:00,2024-03-27 00:00:00+00:00,2024-03-26 21:00:00-03:00,2024-03-26 21:00:00-03:00,21,21,2,premium,1,3,1
SSN103918,USR6758,10:49:03,11:20:03,science fiction,game console,Premium,United Kingdom,31,29,0.87,1,37,4.7,No,1,3,0,07/02/2024,07/02/2024,2024-02-07 00:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-07 00:00:00+00:00,0,0,2,premium,8,1,1
SSN103919,USR9664,05:19:41,07:14:41,documentary,phone,Standard,France,114,116,1,0,408,3.9,No,3,2,0,23/05/2024,23/05/2024,2024-05-23 00:00:00+00:00,2024-05-23 00:00:00+00:00,2024-05-23 02:00:00+02:00,2024-05-23 02:00:00+02:00,2,2,1,standard,4,3,2
SSN103920,USR5262,07:02:21,07:44:21,animation,phone,Premium,Germany,43,42,0.99,2,49,2.8,No,1,3,0,05/12/2024,05/12/2024,2024-12-05 00:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12-05 01:00:00+01:00,2024-12-05 01:00:00+01:00,1,1,0,premium,1,3,1
SSN103921,USR4086,14:46:33,17:24:33,comedy,game console,Basic,France,158,137,0.87,0,478,3.6,No,1,5,1,24/07/2024,24/07/2024,2024-07-24 00:00:00+00:00,2024-07-24 00:00:00+00:00,2024-07-24 02:00:00+02:00,2024-07-24 02:00:00+02:00,2,2,3,basic,3,1,0
SSN103922,USR4486,17:03:02,20:00:02,action,tablet,Standard,United Kingdom,183,150,0.87,1,219,2.6,No,1,4,2,13/06/2024,13/06/2024,2024-06-13 00:00:00+00:00,2024-06-13 00:00:00+00:00,2024-06-13 01:00:00+01:00,2024-06-13 01:00:00+01:00,1,1,3,standard,0,5,2
SSN103923,USR9857,07:11:12,09:56:12,action,phone,Standard,France,162,135,0.83,1,308,2.9,No,2,2,2,18/06/2024,18/06/2024,2024-06-18 00:00:00+00:00,2024-06-18 00:00:00+00:00,2024-06-18 02:00:00+02:00,2024-06-18 02:00:00+02:00,2,2,3,standard,0,3,2
SSN103924,USR5880,07:57:42,09:31:42,animation,game console,Standard,Germany,93,92,0.99,2,354,4.9,No,1,0,1,24/07/2024,24/07/2024,2024-07-24 00:00:00+00:00,2024-07-24 00:00:00+00:00,2024-07-24 02:00:00+02:00,2024-07-24 02:00:00+02:00,2,2,2,standard,1,1,2
SSN103925,USR4845,19:00:33,19:41:33,animation,game console,Standard,Usa,36,19,0.47,1,239,4.3,Yes,1,1,0,25/04/2024,25/04/2024,2024-04-25 00:00:00+00:00,2024-04-25 00:00:00+00:00,2024-04-24 20:00:00-04:00,2024-04-24 20:00:00-04:00,20,20,2,standard,1,1,2
SSN103926,USR7361,10:32:49,10:55:49,science fiction,game console,Basic,Canada,25,19,0.71,1,438,4.7,No,2,2,1,19/03/2024,19/03/2024,2024-03-19 00:00:00+00:00,2024-03-19 00:00:00+00:00,2024-03-18 20:00:00-04:00,2024-03-18 20:00:00-04:00,20,20,2,basic,8,1,0
SSN103927,USR6009,15:09:46,17:19:46,horror,tablet,Premium,United Kingdom,132,113,0.85,2,242,3.2,No,1,5,0,09/02/2024,09/02/2024,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,0,0,3,premium,6,5,1
SSN103928,USR2917,22:27:55,01:01:55,animation,smart tv,Premium,France,154,108,0.71,0,536,2.4,Yes,1,1,0,24/07/2024,25/07/2024,2024-07-24 00:00:00+00:00,2024-07-25 00:00:00+00:00,2024-07-24 02:00:00+02:00,2024-07-25 02:00:00+02:00,2,2,3,premium,1,4,1
SSN103929,USR2552,07:05:47,09:41:47,action,phone,Standard,Brazil,158,156,1,0,333,2.9,No,1,6,0,02/02/2024,02/02/2024,2024-02-02 00:00:00+00:00,2024-02-02 00:00:00+00:00,2024-02-01 21:00:00-03:00,2024-02-01 21:00:00-03:00,21,21,3,standard,0,3,2
SSN103930,USR4396,00:45:27,02:47:27,animation,phone,Basic,Brazil,122,49,0.4,1,268,3.1,Yes,0,3,0,05/03/2024,05/03/2024,2024-03-05 00:00:00+00:00,2024-03-05 00:00:00+00:00,2024-03-04 21:00:00-03:00,2024-03-04 21:00:00-03:00,21,21,3,basic,1,3,0
SSN103931,USR1320,08:00:18,08:51:18,horror,game console,Basic,Brazil,48,40,0.8,2,346,5,No,0,2,3,18/11/2024,18/11/2024,2024-11-18 00:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 21:00:00-03:00,2024-11-17 21:00:00-03:00,21,21,2,basic,6,1,0
SSN103932,USR4181,03:23:04,04:18:04,romance,phone,Standard,Brazil,53,50,0.9,1,331,5,No,0,6,0,30/05/2024,30/05/2024,2024-05-30 00:00:00+00:00,2024-05-30 00:00:00+00:00,2024-05-29 21:00:00-03:00,2024-05-29 21:00:00-03:00,21,21,2,standard,7,3,2
SSN103933,USR7988,23:41:07,00:55:07,comedy,game console,Basic,Brazil,80,76,1,0,288,4.3,Yes,0,3,0,15/01/2024,16/01/2024,2024-01-15 00:00:00+00:00,2024-01-16 00:00:00+00:00,2024-01-14 21:00:00-03:00,2024-01-15 21:00:00-03:00,21,21,2,basic,3,1,0
SSN103934,USR8578,22:44:11,23:32:11,drama,tablet,Premium,Usa,49,49,1,1,361,4.8,Yes,5,1,0,14/03/2024,14/03/2024,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-13 20:00:00-04:00,2024-03-13 20:00:00-04:00,20,20,2,premium,5,5,1
SSN103935,USR7525,02:15:44,04:33:44,documentary,game console,Standard,France,134,120,0.83,0,405,4.7,No,1,2,1,13/12/2024,13/12/2024,2024-12-13 00:00:00+00:00,2024-12-13 00:00:00+00:00,2024-12-13 01:00:00+01:00,2024-12-13 01:00:00+01:00,1,1,1,standard,4,1,2
SSN103936,USR2076,15:10:43,15:39:43,drama,smart tv,Basic,Canada,27,24,0.72,0,408,4.1,No,3,3,2,29/09/2024,29/09/2024,2024-09-29 00:00:00+00:00,2024-09-29 00:00:00+00:00,2024-09-28 20:00:00-04:00,2024-09-28 20:00:00-04:00,20,20,0,basic,5,4,0
SSN103937,USR4453,07:37:27,10:21:27,comedy,game console,Standard,Brazil,161,124,0.78,0,291,4,No,2,0,0,26/08/2024,26/08/2024,2024-08-26 00:00:00+00:00,2024-08-26 00:00:00+00:00,2024-08-25 21:00:00-03:00,2024-08-25 21:00:00-03:00,21,21,1,standard,3,1,2
SSN103938,USR2294,15:25:42,16:31:42,documentary,game console,Standard,United Kingdom,65,67,0.99,1,304,2.9,No,3,2,0,30/10/2024,30/10/2024,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,0,0,0,standard,4,1,2
SSN103939,USR3564,19:27:18,21:09:18,romance,game console,Premium,Germany,101,91,0.92,0,415,4.3,Yes,1,3,0,10/02/2024,10/02/2024,2024-02-10 00:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-10 01:00:00+01:00,2024-02-10 01:00:00+01:00,1,1,1,premium,7,1,1
SSN103940,USR6738,03:19:14,04:25:14,animation,tablet,Standard,France,65,66,0.99,2,122,4.4,No,0,2,1,27/08/2024,27/08/2024,2024-08-27 00:00:00+00:00,2024-08-27 00:00:00+00:00,2024-08-27 02:00:00+02:00,2024-08-27 02:00:00+02:00,2,2,2,standard,1,5,2
SSN103941,USR7980,13:55:08,15:32:08,drama,tablet,Premium,United Kingdom,96,50,0.55,0,374,2.9,No,3,0,0,16/09/2024,16/09/2024,2024-09-16 00:00:00+00:00,2024-09-16 00:00:00+00:00,2024-09-16 01:00:00+01:00,2024-09-16 01:00:00+01:00,1,1,0,premium,5,5,1
SSN103942,USR4341,07:39:20,08:52:20,science fiction,game console,Premium,Usa,72,72,1,3,275,,No,1,1,0,29/05/2024,29/05/2024,2024-05-29 00:00:00+00:00,2024-05-29 00:00:00+00:00,2024-05-28 20:00:00-04:00,2024-05-28 20:00:00-04:00,20,20,2,premium,8,1,1
SSN103943,USR7385,08:32:13,09:07:13,horror,phone,Premium,United Kingdom,33,30,0.94,1,424,4.7,No,1,1,0,21/09/2024,21/09/2024,2024-09-21 00:00:00+00:00,2024-09-21 00:00:00+00:00,2024-09-21 01:00:00+01:00,2024-09-21 01:00:00+01:00,1,1,2,premium,6,3,1
SSN103944,USR5259,11:21:04,13:58:04,drama,game console,Basic,Australia,158,111,0.72,0,31,4.9,No,1,2,0,21/09/2024,21/09/2024,2024-09-21 00:00:00+00:00,2024-09-21 00:00:00+00:00,2024-09-21 10:00:00+10:00,2024-09-21 10:00:00+10:00,10,10,1,basic,5,1,0
SSN103945,USR3847,20:17:25,20:45:25,animation,tablet,Basic,Usa,27,28,0.99,0,416,3.6,Yes,0,3,2,19/10/2024,19/10/2024,2024-10-19 00:00:00+00:00,2024-10-19 00:00:00+00:00,2024-10-18 20:00:00-04:00,2024-10-18 20:00:00-04:00,20,20,0,basic,1,5,0
SSN103946,USR1609,14:01:15,15:01:15,science fiction,tablet,Standard,Brazil,60,56,0.91,1,358,4.8,No,0,4,1,14/07/2024,14/07/2024,2024-07-14 00:00:00+00:00,2024-07-14 00:00:00+00:00,2024-07-13 21:00:00-03:00,2024-07-13 21:00:00-03:00,21,21,2,standard,8,5,2
SSN103947,USR2047,05:53:56,08:22:56,comedy,game console,Standard,Australia,147,41,0.27,0,258,5,No,0,4,1,22/02/2024,22/02/2024,2024-02-22 00:00:00+00:00,2024-02-22 00:00:00+00:00,2024-02-22 11:00:00+11:00,2024-02-22 11:00:00+11:00,11,11,2,standard,3,1,2
SSN103948,USR3704,04:14:33,04:56:33,action,smart tv,Basic,Australia,46,32,0.75,1,634,4.3,No,1,2,2,19/06/2024,19/06/2024,2024-06-19 00:00:00+00:00,2024-06-19 00:00:00+00:00,2024-06-19 10:00:00+10:00,2024-06-19 10:00:00+10:00,10,10,2,basic,0,4,0
SSN103949,USR7354,21:43:24,23:25:24,drama,tablet,Basic,Germany,105,80,0.76,0,181,2.8,Yes,2,1,2,14/03/2024,14/03/2024,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-14 01:00:00+01:00,2024-03-14 01:00:00+01:00,1,1,3,basic,5,5,0
SSN103950,USR2150,15:30:15,17:32:15,documentary,tablet,Basic,Germany,121,79,0.65,2,336,2.7,No,1,1,0,27/06/2024,27/06/2024,2024-06-27 00:00:00+00:00,2024-06-27 00:00:00+00:00,2024-06-27 02:00:00+02:00,2024-06-27 02:00:00+02:00,2,2,3,basic,4,5,0
SSN103951,USR9273,07:54:42,09:59:42,action,tablet,Standard,Germany,126,76,0.59,3,237,3.5,No,2,3,0,08/11/2024,08/11/2024,2024-11-08 00:00:00+00:00,2024-11-08 00:00:00+00:00,2024-11-08 01:00:00+01:00,2024-11-08 01:00:00+01:00,1,1,3,standard,0,5,2
SSN103952,USR3254,15:44:10,17:44:10,documentary,smart tv,Standard,Usa,123,79,,0,303,5,No,1,2,1,08/10/2024,08/10/2024,2024-10-08 00:00:00+00:00,2024-10-08 00:00:00+00:00,2024-10-07 20:00:00-04:00,2024-10-07 20:00:00-04:00,20,20,1,standard,4,4,2
SSN103953,USR5128,06:49:34,09:12:34,horror,game console,Premium,Usa,142,138,0.94,2,468,3.8,No,0,1,0,28/03/2024,28/03/2024,2024-03-28 00:00:00+00:00,2024-03-28 00:00:00+00:00,2024-03-27 20:00:00-04:00,2024-03-27 20:00:00-04:00,20,20,1,premium,6,1,1
SSN103954,USR2966,23:55:14,01:30:14,drama,smart tv,Basic,France,94,76,0.8,2,634,2.5,Yes,2,5,1,02/03/2024,03/03/2024,2024-03-02 00:00:00+00:00,2024-03-03 00:00:00+00:00,2024-03-02 01:00:00+01:00,2024-03-03 01:00:00+01:00,1,1,3,basic,5,4,0
SSN103955,USR6509,08:47:08,09:36:08,action,game console,Standard,Canada,47,51,1,4,259,3.4,No,0,1,2,19/04/2024,19/04/2024,2024-04-19 00:00:00+00:00,2024-04-19 00:00:00+00:00,2024-04-18 20:00:00-04:00,2024-04-18 20:00:00-04:00,20,20,0,standard,0,1,2
SSN103956,USR2397,23:51:04,01:02:04,action,phone,Basic,Brazil,72,47,0.67,1,228,5,Yes,1,3,2,03/01/2024,04/01/2024,2024-01-03 00:00:00+00:00,2024-01-04 00:00:00+00:00,2024-01-02 21:00:00-03:00,2024-01-03 21:00:00-03:00,21,21,2,basic,0,3,0
SSN103957,USR9025,08:11:41,11:05:41,documentary,tablet,Standard,Brazil,177,147,0.86,1,25,4.4,No,3,4,1,10/12/2024,10/12/2024,2024-12-10 00:00:00+00:00,2024-12-10 00:00:00+00:00,2024-12-09 21:00:00-03:00,2024-12-09 21:00:00-03:00,21,21,1,standard,4,5,2
SSN103958,USR1817,21:26:37,21:51:37,action,tablet,Standard,France,25,26,0.98,0,55,,Yes,3,4,1,11/09/2024,11/09/2024,2024-09-11 00:00:00+00:00,2024-09-11 00:00:00+00:00,2024-09-11 02:00:00+02:00,2024-09-11 02:00:00+02:00,2,2,0,standard,0,5,2
SSN103959,USR6991,14:13:32,15:49:32,comedy,tablet,Premium,Germany,98,41,0.4,0,342,3,No,1,7,0,17/04/2024,17/04/2024,2024-04-17 00:00:00+00:00,2024-04-17 00:00:00+00:00,2024-04-17 02:00:00+02:00,2024-04-17 02:00:00+02:00,2,2,0,premium,3,5,1
SSN103960,USR2639,07:08:19,09:36:19,horror,game console,Basic,United Kingdom,148,111,0.76,0,427,3.4,No,1,1,3,12/08/2024,12/08/2024,2024-08-12 00:00:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 01:00:00+01:00,2024-08-12 01:00:00+01:00,1,1,3,basic,6,1,0
SSN103961,USR2997,03:43:18,06:21:18,horror,game console,Basic,Brazil,154,160,0.99,2,256,4.4,No,2,4,2,19/09/2024,19/09/2024,2024-09-19 00:00:00+00:00,2024-09-19 00:00:00+00:00,2024-09-18 21:00:00-03:00,2024-09-18 21:00:00-03:00,21,21,1,basic,6,1,0
SSN103962,USR8824,19:28:45,21:47:45,horror,game console,Premium,Usa,136,96,0.68,2,445,3.5,Yes,1,4,0,23/04/2024,23/04/2024,2024-04-23 00:00:00+00:00,2024-04-23 00:00:00+00:00,2024-04-22 20:00:00-04:00,2024-04-22 20:00:00-04:00,20,20,3,premium,6,1,1
SSN103963,USR7898,18:31:40,19:49:40,comedy,game console,Basic,Brazil,81,65,0.92,2,513,2.7,Yes,0,1,0,30/10/2024,30/10/2024,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,2024-10-29 21:00:00-03:00,2024-10-29 21:00:00-03:00,21,21,0,basic,3,1,0
SSN103964,USR1315,18:42:36,20:12:36,romance,smart tv,Premium,United Kingdom,92,88,0.98,0,,3.1,Yes,1,1,0,15/04/2024,15/04/2024,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,2024-04-15 01:00:00+01:00,2024-04-15 01:00:00+01:00,1,1,3,premium,7,4,1
SSN103965,USR1309,15:00:02,17:43:02,comedy,smart tv,Standard,Usa,158,84,0.5,1,,3.4,No,1,3,1,23/06/2024,23/06/2024,2024-06-23 00:00:00+00:00,2024-06-23 00:00:00+00:00,2024-06-22 20:00:00-04:00,2024-06-22 20:00:00-04:00,20,20,3,standard,3,4,2
SSN103966,USR6373,06:52:37,09:36:37,comedy,tablet,Standard,Canada,165,108,0.67,2,524,4.2,No,1,7,0,23/03/2024,23/03/2024,2024-03-23 00:00:00+00:00,2024-03-23 00:00:00+00:00,2024-03-22 20:00:00-04:00,2024-03-22 20:00:00-04:00,20,20,1,standard,3,5,2
SSN103967,USR5295,02:26:37,04:49:37,documentary,phone,Basic,France,142,116,0.8,1,472,3.6,No,2,7,0,18/11/2024,18/11/2024,2024-11-18 00:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-18 01:00:00+01:00,2024-11-18 01:00:00+01:00,1,1,3,basic,4,3,0
SSN103968,USR1783,17:32:40,18:53:40,animation,ipad,Standard,Germany,79,70,0.85,3,241,5,No,2,1,2,16/08/2024,16/08/2024,2024-08-16 00:00:00+00:00,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+02:00,2024-08-16 02:00:00+02:00,2,2,2,standard,1,2,2
SSN103969,USR6778,13:31:00,14:12:00,action,game console,Premium,France,41,28,0.8,0,394,4.3,No,0,2,0,19/01/2024,19/01/2024,2024-01-19 00:00:00+00:00,2024-01-19 00:00:00+00:00,2024-01-19 01:00:00+01:00,2024-01-19 01:00:00+01:00,1,1,2,premium,0,1,1
SSN103970,USR7866,10:55:15,13:01:15,documentary,game console,Premium,France,130,111,0.89,2,40,3.3,No,3,3,0,17/09/2024,17/09/2024,2024-09-17 00:00:00+00:00,2024-09-17 00:00:00+00:00,2024-09-17 02:00:00+02:00,2024-09-17 02:00:00+02:00,2,2,3,premium,4,1,1
SSN103971,USR5906,17:17:52,18:21:52,documentary,phone,Standard,United Kingdom,60,50,0.8,1,23,4.2,No,4,2,1,29/02/2024,29/02/2024,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,0,0,2,standard,4,3,2
SSN103972,USR3949,14:10:06,15:22:06,drama,tablet,Premium,Canada,71,58,0.81,0,387,4.3,No,1,5,0,05/06/2024,05/06/2024,2024-06-05 00:00:00+00:00,2024-06-05 00:00:00+00:00,2024-06-04 20:00:00-04:00,2024-06-04 20:00:00-04:00,20,20,2,premium,5,5,1
SSN103973,USR4708,20:05:20,22:21:20,drama,smart tv,Basic,France,134,139,1,0,371,4.4,Yes,1,3,2,30/07/2024,30/07/2024,2024-07-30 00:00:00+00:00,2024-07-30 00:00:00+00:00,2024-07-30 02:00:00+02:00,2024-07-30 02:00:00+02:00,2,2,1,basic,5,4,0
SSN103974,USR3321,16:47:15,18:07:15,horror,game console,Premium,Usa,82,74,0.96,1,401,5,No,2,0,0,19/05/2024,19/05/2024,2024-05-19 00:00:00+00:00,2024-05-19 00:00:00+00:00,2024-05-18 20:00:00-04:00,2024-05-18 20:00:00-04:00,20,20,2,premium,6,1,1
SSN103975,USR1398,19:49:15,22:36:15,comedy,phone,Standard,Canada,166,125,0.76,1,329,3.9,Yes,1,1,2,23/11/2024,23/11/2024,2024-11-23 00:00:00+00:00,2024-11-23 00:00:00+00:00,2024-11-22 19:00:00-05:00,2024-11-22 19:00:00-05:00,19,19,1,standard,3,3,2
SSN103976,USR7798,02:54:38,05:43:38,documentary,smart tv,Standard,France,172,106,0.61,1,47,5,No,3,1,2,24/02/2024,24/02/2024,2024-02-24 00:00:00+00:00,2024-02-24 00:00:00+00:00,2024-02-24 01:00:00+01:00,2024-02-24 01:00:00+01:00,1,1,1,standard,4,4,2
SSN103977,USR2750,17:14:33,18:10:33,drama,game console,Basic,Australia,56,31,0.65,0,37,3.2,No,1,4,0,10/03/2024,10/03/2024,2024-03-10 00:00:00+00:00,2024-03-10 00:00:00+00:00,2024-03-10 11:00:00+11:00,2024-03-10 11:00:00+11:00,11,11,0,basic,5,1,0
SSN103978,USR1768,07:26:24,09:32:24,documentary,smart tv,Premium,United Kingdom,126,94,0.74,0,643,4.5,No,2,5,0,30/11/2024,30/11/2024,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,0,0,1,premium,4,4,1
SSN103979,USR8460,16:02:25,17:11:25,science fiction,tablet,Basic,Canada,68,71,0.99,1,334,4.4,No,0,2,1,07/09/2024,07/09/2024,2024-09-07 00:00:00+00:00,2024-09-07 00:00:00+00:00,2024-09-06 20:00:00-04:00,2024-09-06 20:00:00-04:00,20,20,2,basic,8,5,0
SSN103980,USR5705,08:23:40,08:51:40,drama,smart tv,Basic,Australia,26,20,0.72,2,498,4.2,No,2,2,1,27/06/2024,27/06/2024,2024-06-27 00:00:00+00:00,2024-06-27 00:00:00+00:00,2024-06-27 10:00:00+10:00,2024-06-27 10:00:00+10:00,10,10,2,basic,5,4,0
SSN103981,USR9194,19:28:47,19:59:47,comedy,game console,Basic,Brazil,32,31,0.99,0,,4.7,Yes,0,6,0,05/10/2024,05/10/2024,2024-10-05 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 21:00:00-03:00,2024-10-04 21:00:00-03:00,21,21,2,basic,3,1,0
SSN103982,USR3713,02:08:53,02:38:53,action,game console,Premium,Germany,30,28,0.94,2,194,5,No,1,2,0,23/04/2024,23/04/2024,2024-04-23 00:00:00+00:00,2024-04-23 00:00:00+00:00,2024-04-23 02:00:00+02:00,2024-04-23 02:00:00+02:00,2,2,2,premium,0,1,1
SSN103983,USR9383,21:18:34,22:58:34,romance,phone,Premium,Brazil,104,58,0.57,0,507,3.7,Yes,1,4,0,13/02/2024,13/02/2024,2024-02-13 00:00:00+00:00,2024-02-13 00:00:00+00:00,2024-02-12 21:00:00-03:00,2024-02-12 21:00:00-03:00,21,21,0,premium,7,3,1
SSN103984,USR3661,15:15:23,17:46:23,comedy,game console,Standard,Usa,154,57,0.35,0,468,3.3,No,0,2,1,15/03/2024,15/03/2024,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,2024-03-14 20:00:00-04:00,2024-03-14 20:00:00-04:00,20,20,3,standard,3,1,2
SSN103985,USR7828,09:20:00,09:47:00,animation,tablet,Premium,Germany,29,16,0.56,0,292,4.1,No,0,5,0,21/09/2024,21/09/2024,2024-09-21 00:00:00+00:00,2024-09-21 00:00:00+00:00,2024-09-21 02:00:00+02:00,2024-09-21 02:00:00+02:00,2,2,0,premium,1,5,1
SSN103986,USR7774,10:29:04,12:37:04,horror,smart tv,Basic,Usa,124,105,0.85,3,537,3.7,No,0,0,0,10/10/2024,10/10/2024,2024-10-10 00:00:00+00:00,2024-10-10 00:00:00+00:00,2024-10-09 20:00:00-04:00,2024-10-09 20:00:00-04:00,20,20,3,basic,6,4,0
SSN103987,USR4815,20:51:50,22:47:50,comedy,game console,Basic,Usa,117,76,0.67,0,398,5,Yes,1,0,1,23/04/2024,23/04/2024,2024-04-23 00:00:00+00:00,2024-04-23 00:00:00+00:00,2024-04-22 20:00:00-04:00,2024-04-22 20:00:00-04:00,20,20,2,basic,3,1,0
SSN103988,USR5896,16:40:14,19:12:14,romance,game console,Standard,United Kingdom,151,103,0.66,3,41,3.6,No,3,0,1,29/06/2024,29/06/2024,2024-06-29 00:00:00+00:00,2024-06-29 00:00:00+00:00,2024-06-29 01:00:00+01:00,2024-06-29 01:00:00+01:00,1,1,3,standard,7,1,2
SSN103989,USR2813,07:15:19,09:36:19,romance,tablet,Premium,Brazil,144,116,0.85,2,378,4.1,No,1,2,0,19/05/2024,19/05/2024,2024-05-19 00:00:00+00:00,2024-05-19 00:00:00+00:00,2024-05-18 21:00:00-03:00,2024-05-18 21:00:00-03:00,21,21,1,premium,7,5,1
SSN103990,USR9878,12:33:46,14:12:46,drama,game console,Standard,United Kingdom,101,94,0.89,0,201,3.6,No,2,3,1,25/12/2024,25/12/2024,2024-12-25 00:00:00+00:00,2024-12-25 00:00:00+00:00,2024-12-25 00:00:00+00:00,2024-12-25 00:00:00+00:00,0,0,3,standard,5,1,2
SSN103991,USR5616,04:45:20,07:38:20,drama,smart tv,Basic,France,175,127,0.75,1,43,,No,2,1,0,12/05/2024,12/05/2024,2024-05-12 00:00:00+00:00,2024-05-12 00:00:00+00:00,2024-05-12 02:00:00+02:00,2024-05-12 02:00:00+02:00,2,2,1,basic,5,4,0
SSN103992,USR3382,04:50:08,07:36:08,science fiction,tablet,Standard,Germany,165,118,0.74,3,353,4.5,No,1,3,2,07/11/2024,07/11/2024,2024-11-07 00:00:00+00:00,2024-11-07 00:00:00+00:00,2024-11-07 01:00:00+01:00,2024-11-07 01:00:00+01:00,1,1,1,standard,8,5,2
SSN103993,USR5014,03:33:24,06:24:24,documentary,game console,Premium,India,169,134,0.79,1,441,3.1,No,2,1,0,05/10/2024,05/10/2024,2024-10-05 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-05 05:30:00+05:30,2024-10-05 05:30:00+05:30,5,5,3,premium,4,1,1
